id,created_at,updated_at,registration_number,name,address,region,activity_type,capacity,lat,lng,registration_date,imported_at,notes,accepts_dogs,accepts_cats,phone,website,phone_source,search_confidence,scrape_status,last_checked
00220220-9daf-4409-b845-d480540f7907,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 21C08464,"CATKY, z.s.","Na Hrázi 681/37, Poděbrady III, 29001 Poděbrady",Středočeský kraj,útulek pro zájmová zvířata,kočka 50,50.1429847222222,15.1329797222222,2018-02-21,2026-02-19 21:29:24.225237+00,,false,true,+420321000180,https://www.superzoo.cz/clanky/sbirka-pro-catky-z-s/,https://www.superzoo.cz/clanky/sbirka-pro-catky-z-s/,0.8,success,2026-02-26 21:04:04.326814+00
020e79b5-6a96-4e03-a181-02cf51f7c4d9,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 61C02888,"Nebojsův depozit, z. s.","Tunochody č. ev. 34, 58401 Číhošť",Kraj Vysočina,útulek pro zájmová zvířata,kočka 20,49.7615647222222,15.3309705555556,2018-01-09,2026-02-19 21:29:24.225237+00,,false,true,,,,,website_not_found,
0278ed0f-38e1-4787-a03b-244e109157b6,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 52C02800,Městská policie Nové Město nad Metují,"Českých legií 109, 54901 Nové Město nad Metují",Královéhradecký kraj,útulek pro zájmová zvířata,pes 2,50.3454113888889,16.1470163888889,2017-12-18,2026-02-19 21:29:24.225237+00,,true,false,,https://www.mestskapolicienm.cz/,,0.8,phone_not_found,2026-02-26 21:04:04.326814+00
02ff6de5-02c7-4c56-80cb-9dfce0e37236,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 42C05037,Útulek pro toulavá a opuštěná zvířata v Mostě,"Školní 9, Rudolice, 43401 Most",Ústecký kraj,útulek pro zájmová zvířata,"ptáci 20, pes 50, kočka 20, králíci a hlodavci 5",50.5137413888889,13.6627455555556,2022-05-23,2026-02-19 21:29:24.225237+00,,true,true,,,,,website_not_found,
030839ac-98aa-479b-9ed1-7585920d9177,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 41C01201,Petr Prokeš - záchranná a odchytová služba pro zvířata,"Mostecká 135, 36263 Dalovice",Karlovarský kraj,útulek pro zájmová zvířata,pes 4,50.2548505555556,12.8861675,2018-01-01,2026-02-19 21:29:24.225237+00,,true,false,+420605058410,https://www.info-cechy.cz/petr-prokes/index.html,https://www.info-cechy.cz/petr-prokes/index.html,0.3,success,2026-02-26 21:04:04.326814+00
032241d1-c5d8-4faf-acf1-16dffa0785c1,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 81C03218,Městská policie Bílovec,"Slezské náměstí 1/1, 74301 Bílovec",Moravskoslezský kraj,útulek pro zájmová zvířata,pes 2,49.7562872222222,18.0157933333333,2018-01-08,2026-02-19 21:29:24.225237+00,,true,false,+420608252535,http://www.policie-cr.cz/mestska-policie/blovec-251.html,http://www.policie-cr.cz/mestska-policie/blovec-251.html,0.8,success,2026-02-26 21:04:04.326814+00
03a90114-640f-4f27-a0eb-c3b58edeeb44,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 81C03476,Městská policie Budišov n. B.,"Guntramovice, 74787 Budišov nad Budišovkou",Moravskoslezský kraj,útulek pro zájmová zvířata,pes 10,49.79775,17.6103516666667,2017-12-07,2026-02-19 21:29:24.225237+00,,true,false,,,,,website_not_found,
03b7f5fd-739e-420a-a889-b28998b49a31,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 53C03341,Soukromý azyl pro týrané a opuštěné psy Heaven Ranch,"Srbce č. p. 39, 53854 Luže",Pardubický kraj,útulek pro zájmová zvířata,"kočka 10, pes 25",49.9151527777778,16.0538069444444,2017-09-06,2026-02-19 21:29:24.225237+00,,true,true,,https://chrudimsky.denik.cz/zpravy_region/psy-nikdo-netyral-ale-v-dome-hruzy-uz-zit-nemohli-ted-jsou-v-azylu-v-srbcich-202.html,,0.8,phone_not_found,2026-02-26 21:04:04.326814+00
0419bb6e-f44c-467d-97d8-ace74d2b9365,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 21C08149,"Německý ovčák v nouzi, z.s.","Kruhová 566, 25168 Kamenice",Středočeský kraj,útulek pro zájmová zvířata,pes 20,49.904875,14.584625,2017-11-22,2026-02-19 21:29:24.225237+00,,true,false,+420602785221,https://novnouzi.cz/,https://novnouzi.cz/kontakt,0.5,success,2026-02-26 21:04:04.326814+00
04d51c1d-b74e-45ea-8039-537aa1cb383e,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 21C08284,Spolek pro kočku,"Legionářů 345, Příbram VII, 26101 Příbram",Středočeský kraj,útulek pro zájmová zvířata,kočka 8,49.6778880555556,14.0011844444444,2017-12-22,2026-02-19 21:29:24.225237+00,,false,true,,https://spolek-pro-kocku-pribram.webnode.cz/o-mne/,,0.8,phone_not_found,2026-02-26 21:04:04.326814+00
0540f06b-7615-4d78-85e4-8d1c73859034,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 52C04431,Kočky Trutnov z.s.,"Malé Svatoňovice č. p. 319, 54234 Malé Svatoňovice",Královéhradecký kraj,útulek pro zájmová zvířata,kočka 50,50.5331455555556,16.0609158333333,2019-06-05,2026-02-19 21:29:24.225237+00,,false,true,,https://firmy.euro.cz/subjekt-kocky-trutnov-z-s-07895569,,0.8,phone_not_found,2026-02-26 21:04:04.326814+00
05c19bdc-bc39-46f2-b8c8-1befef8bf0d6,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 62C05590,OKT Opuštěné kočičí tlapky z.s.,"Chrlické náměstí 65/1, Chrlice, 64300 Brno",Jihomoravský kraj,útulek pro zájmová zvířata,kočka 100,49.1355694444444,16.6542230555556,2023-08-25,2026-02-19 21:29:24.225237+00,,false,true,,,,,website_not_found,
06d83c8b-331f-401d-bae9-1442d5957d75,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 41C01245,Konec toulání,"Krásná č. p. 134, 35801 Kraslice",Karlovarský kraj,útulek pro zájmová zvířata,kočka 120,50.3239297222222,12.4880275,2018-04-27,2026-02-19 21:29:24.225237+00,,false,true,+420606326762,https://www.nositelesvetla.com/l/podpora-pro-utulek-konec-toulani/,https://www.nositelesvetla.com/l/podpora-pro-utulek-konec-toulani/,1,success,2026-02-26 21:04:04.326814+00
07403f90-6dac-4f0e-9271-47f1f43ea139,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 81C00439,Městský útulek pro psy Třinec,"Frýdecká 73, Staré Město, 73961 Třinec",Moravskoslezský kraj,útulek pro zájmová zvířata,"kočka 2, pes 25",49.6700833333333,18.6580694444444,2005-02-14,2026-02-19 21:29:24.225237+00,,true,true,,https://vernypes.cz/mestsky-utulek-psy-trinec/,,1,phone_not_found,2026-02-26 21:04:04.326814+00
079b14d4-6622-4c79-ba2d-fb8d775a4b2e,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 61C02901,Kočičí útulek Mikeš HB,"Kokořínská 2487, 58001 Havlíčkův Brod",Kraj Vysočina,útulek pro zájmová zvířata,kočka 100,49.6136077777778,15.5779033333333,2018-01-09,2026-02-19 21:29:24.225237+00,,false,true,,https://www.modrykocour.cz/akce/charita/1046,,1,phone_not_found,2026-02-26 21:04:04.326814+00
0851a117-24f3-4b82-9101-262e1b449ffb,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 53C03699,Útulek pro psy a kočky Chrudim,"Sečská 809, Chrudim III, 53701 Chrudim",Pardubický kraj,útulek pro zájmová zvířata,pes 25,49.937565,15.7907858333333,2021-02-01,2026-02-19 21:29:24.225237+00,,true,false,,https://www.findglocal.com/CZ/Chrudim/420351458014811/%C3%9Atulek-pro-psy-a-ko%C4%8Dky-Chrudim,,1,phone_not_found,2026-02-26 21:04:04.326814+00
08637e6d-3a1c-41a5-96b2-719cdeab5175,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 32C03573,Útulek pro zvířata v nouzi,"Daimlerova 1219, Skvrňany, 30100 Plzeň",Plzeňský kraj,útulek pro zájmová zvířata,"pes 100, kočka 90, plazi 10, králíci a hlodavci 10, ptáci 10, fretka 5",49.7217786111111,13.3309377777778,2017-12-29,2026-02-19 21:29:24.225237+00,,true,true,+420724317314,https://www.utulekplzen.cz/,https://www.utulekplzen.cz/,1,success,2026-02-26 21:04:04.326814+00
08861838-6a63-4df5-bf3d-5e138bb281e5,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 52C04486,Záchytné kotce pro potřebu MP Kostelec n. O.,"Dukelských hrdinů 985, 51741 Kostelec nad Orlicí",Královéhradecký kraj,útulek pro zájmová zvířata,pes 3,50.1234030555556,16.2110658333333,2020-01-17,2026-02-19 21:29:24.225237+00,,true,false,,,,,website_not_found,
08869335-77e5-43c7-a1ff-d876705f3a50,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 21C08385,"Pes nejvěrnější přítel, z.s.","U Strouhy 529, 25250 Vestec",Středočeský kraj,útulek pro zájmová zvířata,pes 100,49.9853930555556,14.4964766666667,2018-01-09,2026-02-19 21:29:24.225237+00,,true,false,,https://www.pesnejvernejsipritel.cz/o-nas/,,0.5,phone_not_found,2026-02-26 21:04:04.326814+00
09a5af61-7fd4-4529-b6ab-a8bb94b17416,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 61C01887,Zdeněk Veleba,"Lukov č. p. 110, 67602 Lukov",Kraj Vysočina,útulek pro zájmová zvířata,"kočka 10, pes 60",49.0720138888889,15.8307166666667,2017-12-11,2026-02-19 21:29:24.225237+00,,true,true,+420604467244,https://loveckypes.webnode.cz/products/zdenek-veleba/,https://loveckypes.webnode.cz/products/zdenek-veleba/,0.8,success,2026-02-26 21:04:04.326814+00
0c15a541-c362-402b-ae1f-924020263422,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 72C02576,Město Fryšták,"Lúčky 438, 76316 Fryšták",Zlínský kraj,útulek pro zájmová zvířata,pes 2,49.2863044444444,17.6815102777778,2017-12-27,2026-02-19 21:29:24.225237+00,,true,false,+420577911051,https://www.frystak.cz/,https://www.frystak.cz/,0.8,success,2026-02-26 21:04:04.326814+00
0c3e449f-12b4-4543-ad8f-6c4233d94345,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 71C02834,Equittana - azyl z.s.,"Libina č. p. 167, 78805 Libina",Olomoucký kraj,"útulek pro zájmová zvířata, útulek pro hospodářská zvířata","plazi 3, skot 5, jiné 10, koně 10, králíci a hlodavci 10, ovce a kozy 20, fretka 5, ptáci 10, prasata 5",49.8874130555556,17.0733086111111,2021-08-03,2026-02-19 21:29:24.225237+00,,false,true,,,,,website_not_found,
0e365243-e9d3-4b6c-b010-49dc745b7b49,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 42C00795,Psí útulek Ciboušov,"p.p.č.915/8, Ciboušov, 43151 Klášterec nad Ohří",Ústecký kraj,útulek pro zájmová zvířata,"kočka 10, pes 17",50.4010027777778,13.1947,2018-01-04,2026-02-19 21:29:24.225237+00,,true,true,+420607535592,https://www.psiakocky.cz/psi-utulek-cibousov-klasterec-nad-ohri,https://www.psiakocky.cz/psi-utulek-cibousov-klasterec-nad-ohri,1,success,2026-02-26 21:04:04.326814+00
0e7294df-3593-426c-af6e-eb5de22d6f7c,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 41C01324,"Bruníkův kočičí spolek Bezblešek, z.s.","Západní 1402/67, 36001 Karlovy Vary",Karlovarský kraj,útulek pro zájmová zvířata,kočka 150,50.2274897222222,12.8469213888889,2018-10-10,2026-02-19 21:29:24.225237+00,,false,true,,,,,website_not_found,
0e8b0e9e-e2de-47f1-93c9-6e2c32d66b1a,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 72C02936,Brumov-Bylnice,"Mýto 461, Bylnice, 76331 Brumov-Bylnice",Zlínský kraj,útulek pro zájmová zvířata,pes 2,49.0760094444444,18.0099372222222,2020-01-13,2026-02-19 21:29:24.225237+00,,true,false,+420577305111,https://www.brumov-bylnice.cz/cs/mesto/utulek-brumov-bylnice/?ftresult_menu=brumov+bylnice,https://www.brumov-bylnice.cz/cs/mesto/utulek-brumov-bylnice/?ftresult_menu=brumov+bylnice,1,success,2026-02-26 21:04:04.326814+00
0eb65e4c-8258-4a4d-9426-43915dc11310,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 62C04915,Město Veselí nad Moravou záchytný kotec SMV,"Blatnická 1551, 69801 Veselí nad Moravou",Jihomoravský kraj,útulek pro zájmová zvířata,pes 3,48.947235,17.3943069444444,2018-02-14,2026-02-19 21:29:24.225237+00,,true,false,,,,,website_not_found,
115f713b-e18b-432c-92a9-e1b9605f823d,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 52C03654,Záchytná stanice psů Zebín,"Sedličky č. p. 1, 50601 Jičín",Královéhradecký kraj,útulek pro zájmová zvířata,pes 15,50.4522883333333,15.3721058333333,2017-12-18,2026-02-19 21:29:24.225237+00,,true,false,,,,,website_not_found,
11d978b0-7696-4e46-b09f-b02724505ef3,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 51C01673,Útulek pro psy Hajniště,"Hajniště pod Smrkem, 46365 Nové Město pod Smrkem",Liberecký kraj,útulek pro zájmová zvířata,pes 23,50.9314138888889,15.2012583333333,2017-12-08,2026-02-19 21:29:24.225237+00,,true,false,+420739936053,https://www.zivotpsa.cz/utulek-pro-psy-zachytne-kotce-bystrice-pod-hostynem.html?prepnoutjazyk=4,https://www.zivotpsa.cz/utulek-pro-psy-zachytne-kotce-bystrice-pod-hostynem.html?prepnoutjazyk=4,1,success,2026-02-26 21:04:04.326814+00
139a7d47-e171-48e4-8cb4-5f6d4d274529,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 31C01974,Záchytné kotce Třeboň,"Novohradská 225, Třeboň II, 37901 Třeboň",Jihočeský kraj,útulek pro zájmová zvířata,pes 4,49.0000083333333,14.7731486111111,2018-03-14,2026-02-19 21:29:24.225237+00,,true,false,,https://nnnn.webnode.cz/utulky-pro-zviratka/,,0.8,phone_not_found,2026-02-26 21:04:04.326814+00
14880831-2714-4798-b2a9-13767739558d,2026-02-19 21:29:24.225237+00,2026-02-19 21:29:24.225237+00,CZ 53C03363,"KOČKY SOBĚ, z.s.","Chmelík č. p. 17, 57001 Chmelík",Pardubický kraj,útulek pro zájmová zvířata,kočka 73,49.77256,16.3334630555556,2017-12-18,2026-02-19 21:29:24.225237+00,,false,true,,https://kockysobe.estranky.cz/,,0.8,phone_not_found,2026-02-26 21:04:04.326814+00
